distance_km,prep_time,active_orders,available_riders,traffic,weather,demand,time_hour,expected_eta,actual_delivery_time,delay_minutes,delayed
1.61,28,3,9,Low,Clear,Low,10,41.44,40.84,-0.6,0
10.85,15,11,9,Low,Clear,High,9,65.4,73.62,8.22,0
8.85,16,23,4,Medium,Clear,Medium,17,58.4,74.16,15.76,1
1.29,24,2,5,Medium,Clear,Low,9,36.16,42.06,5.9,0
8.46,23,21,1,Medium,Clear,Medium,15,63.84,80.06,16.22,1
7.76,32,11,4,Medium,Clear,Low,9,70.04,75.74,5.7,0
9.21,12,0,2,Low,Storm,Low,19,55.84,67.45,11.61,1
10.02,13,20,11,Low,Storm,High,18,60.08,81.2,21.12,1
8.76,9,0,2,Low,Clear,Medium,12,51.04,56.58,5.54,0
7.24,25,11,4,Medium,Clear,Low,19,60.96,70.73,9.77,0
4.21,21,5,10,Low,Clear,High,11,44.84,53.64,8.8,0
8.52,15,17,11,High,Rain,High,17,56.08,79.77,23.69,1
11.51,26,1,5,Low,Storm,Medium,17,79.04,89.29,10.25,0
7.26,16,2,6,Medium,Clear,Medium,14,52.04,61.82,9.78,0
8.14,11,15,6,Low,Clear,Medium,18,50.56,56.79,6.23,0
5.53,21,29,10,Medium,Clear,Medium,22,50.12,60.03,9.91,0
9.2,18,1,9,Low,Clear,Medium,14,61.8,62.58,0.78,0
11.97,17,13,6,Medium,Storm,High,12,71.88,90.19,18.31,1
2.34,18,24,5,High,Clear,Medium,14,34.36,54.56,20.2,1
2.83,33,8,5,Medium,Clear,Low,16,51.32,59.77,8.45,0
6.7,11,14,8,Low,Clear,Low,9,44.8,49.77,4.97,0
6.04,13,25,10,Medium,Clear,Medium,22,44.16,55.87,11.71,1
7.07,22,21,1,Low,Clear,Low,15,57.28,66.63,9.35,0
1.06,6,8,9,Low,Clear,Low,22,17.24,16.73,-0.51,0
5.15,9,22,6,Medium,Clear,Medium,22,36.6,46.02,9.42,1
7.2,22,20,2,Medium,Clear,High,8,57.8,78.71,20.91,1
7.23,20,15,2,Low,Rain,Low,9,55.92,70.69,14.77,1
8.06,25,13,4,Medium,Rain,Low,10,64.24,78.61,14.37,1
8.78,8,27,3,Medium,Clear,High,16,50.12,69.54,19.42,1
7.88,31,26,2,Medium,Clear,Medium,13,69.52,83.25,13.73,0
9.59,20,29,4,Low,Storm,Medium,8,65.36,81.83,16.47,1
7.68,9,20,10,Medium,Rain,Medium,16,46.72,63.1,16.38,1
6.68,14,10,8,Low,Storm,Medium,12,47.72,61.18,13.46,1
7.47,12,3,3,Low,Clear,Low,20,48.88,52.77,3.89,0
1.66,19,3,8,Low,Clear,Medium,19,32.64,35.39,2.75,0
3.64,19,28,5,High,Clear,Medium,20,40.56,57.66,17.1,1
6.57,18,10,9,Low,Rain,Low,16,51.28,53.87,2.59,0
10.54,19,3,3,Low,Clear,Low,18,68.16,76.9,8.74,0
8.31,33,6,1,Low,Clear,Medium,9,73.24,88.88,15.64,1
1.54,34,0,4,Low,Storm,Medium,19,47.16,58.52,11.36,1
7.31,20,15,11,High,Storm,Medium,14,56.24,76.73,20.49,1
3.05,34,17,7,Medium,Clear,Medium,8,53.2,63.94,10.74,1
8.94,30,11,1,Medium,Clear,Medium,9,72.76,89.67,16.91,1
10.02,30,22,11,Medium,Clear,Low,12,77.08,86.74,9.66,0
7.32,11,14,10,Low,Clear,High,13,47.28,58.79,11.51,1
7.3,18,28,6,Medium,Clear,High,11,54.2,68.46,14.26,1
4.39,15,22,9,High,Clear,Low,19,39.56,56.52,16.96,1
5.63,7,2,3,Medium,Rain,Medium,14,36.52,50.21,13.69,1
10.44,7,8,7,Medium,Rain,Medium,11,55.76,68.58,12.82,1
8.82,24,22,11,Low,Rain,High,18,66.28,80.16,13.88,1
6.48,18,16,5,Medium,Rain,Medium,14,50.92,65.96,15.04,1
4.73,30,22,1,Low,Clear,Medium,19,55.92,66.6,10.68,0
1.08,25,10,9,Medium,Clear,High,15,36.32,50.8,14.48,1
2.14,7,1,9,Low,Clear,Medium,19,22.56,24.1,1.54,0
2.72,30,23,9,Medium,Clear,Low,20,47.88,56.63,8.75,0
4.79,20,23,8,High,Clear,Medium,9,46.16,66.25,20.09,1
11.36,22,19,2,Medium,Clear,Medium,9,74.44,89.63,15.19,1
6.31,34,12,2,Low,Clear,Medium,18,66.24,75.72,9.48,0
3.2,24,0,9,Medium,Clear,Medium,16,43.8,50.06,6.26,0
1.72,5,21,10,High,Clear,Medium,11,18.88,35.21,16.33,1
4.39,10,19,1,Medium,Clear,Medium,8,34.56,51.26,16.7,1
9.88,18,20,7,High,Clear,High,22,64.52,85.73,21.21,1
4.91,6,5,6,Medium,Clear,Medium,9,32.64,40.96,8.32,1
9.38,10,21,4,High,Rain,Medium,14,54.52,77.65,23.13,1
9.73,29,21,8,Low,Clear,Medium,11,74.92,80.48,5.56,0
1.77,9,25,11,Medium,Clear,Low,13,23.08,30.19,7.11,1
7.5,10,17,10,Medium,Clear,Low,18,47.0,54.16,7.16,0
11.53,20,21,2,High,Clear,High,15,73.12,99.83,26.71,1
5.12,7,12,6,Low,Clear,Medium,8,34.48,39.43,4.95,0
1.09,12,20,11,Low,Clear,Medium,9,23.36,28.95,5.59,1
11.12,34,20,3,Low,Clear,Low,22,85.48,94.14,8.66,0
10.66,24,23,10,Medium,Rain,Low,11,73.64,83.36,9.72,0
6.5,34,25,6,High,Rain,Low,14,67.0,84.76,17.76,1
6.85,15,0,6,Medium,Clear,Medium,19,49.4,55.79,6.39,0
2.94,24,23,3,Low,Rain,Medium,20,42.76,57.29,14.53,1
9.92,12,23,11,Low,Clear,Low,12,58.68,65.65,6.97,0
6.23,16,16,6,High,Clear,Medium,11,47.92,61.49,13.57,1
0.89,10,15,7,Low,Rain,High,14,20.56,28.78,8.22,1
8.35,30,21,6,Low,Storm,High,13,70.4,88.41,18.01,1
11.43,10,13,1,Low,Clear,High,18,62.72,78.02,15.3,1
10.04,11,12,9,Medium,Clear,Medium,18,58.16,61.54,3.38,0
3.69,19,24,4,Medium,Clear,Medium,11,40.76,58.05,17.29,1
1.11,18,23,3,Low,Clear,Medium,13,29.44,42.16,12.72,1
11.31,14,6,9,Low,Clear,Low,18,66.24,68.77,2.53,0
11.28,16,24,3,High,Clear,High,15,68.12,93.35,25.23,1
6.62,14,9,8,Low,Rain,Medium,16,47.48,56.12,8.64,0
7.89,33,4,6,Low,Clear,Medium,20,71.56,74.51,2.95,0
5.82,22,26,9,Low,Clear,Low,17,52.28,59.11,6.83,0
5.33,33,7,1,Low,Rain,Low,17,61.32,74.1,12.78,1
1.87,35,6,9,Medium,Clear,High,15,49.48,61.61,12.13,1
1.61,25,8,3,Medium,Clear,Low,20,38.44,48.12,9.68,1
3.18,30,14,10,Low,Clear,Low,8,49.72,55.45,5.73,0
10.12,8,4,4,High,Clear,Medium,9,55.48,71.61,16.13,1
2.18,34,4,1,Low,Clear,Medium,18,49.72,59.46,9.74,0
3.11,19,11,6,High,Clear,Low,17,38.44,51.31,12.87,1
6.81,27,6,1,Low,Clear,Low,12,61.24,71.42,10.18,0
2.97,12,5,3,Low,Clear,Medium,17,30.88,38.59,7.71,1
2.38,7,27,8,High,Rain,High,9,23.52,48.82,25.3,1
6.98,32,17,7,High,Rain,Medium,17,66.92,84.19,17.27,1
4.73,18,0,8,Medium,Clear,Medium,13,43.92,51.11,7.19,0
7.7,9,3,10,Medium,Clear,Medium,16,46.8,51.97,5.17,0
10.99,25,24,6,Medium,Rain,Medium,13,75.96,90.26,14.3,0
2.24,6,8,6,Medium,Clear,Medium,18,21.96,29.22,7.26,1
11.0,18,4,1,Low,Clear,High,9,69.0,86.77,17.77,1
10.88,26,19,4,Medium,Clear,Medium,20,76.52,92.42,15.9,1
10.03,27,25,8,Medium,Clear,Low,15,74.12,80.83,6.71,0
7.76,19,11,1,Medium,Clear,Low,11,57.04,71.23,14.19,1
7.63,16,22,4,High,Clear,High,22,53.52,76.3,22.78,1
7.85,30,12,2,Medium,Clear,Low,9,68.4,81.73,13.33,0
8.44,10,3,10,Low,Rain,Medium,16,50.76,57.55,6.79,0
0.69,7,23,7,Low,Clear,Medium,9,16.76,23.59,6.83,1
11.52,9,27,8,Medium,Rain,Low,21,62.08,74.67,12.59,1
7.23,29,29,8,Low,Clear,Medium,10,64.92,73.29,8.37,0
9.49,19,3,3,High,Clear,Medium,11,63.96,84.74,20.78,1
4.84,6,16,1,Low,Clear,High,17,32.36,48.97,16.61,1
0.64,10,18,5,Low,Clear,Low,21,19.56,23.67,4.11,1
6.36,5,2,3,Medium,Clear,Low,14,37.44,46.86,9.42,1
6.33,30,28,4,Low,Rain,Low,11,62.32,73.8,11.48,0
5.53,19,3,4,Medium,Clear,Low,13,48.12,54.12,6.0,0
4.41,7,8,9,Low,Storm,Medium,21,31.64,46.98,15.34,1
3.37,11,29,4,Medium,Clear,Medium,21,31.48,42.1,10.62,1
6.57,24,16,2,Medium,Clear,Low,9,57.28,68.29,11.01,0
4.82,23,20,11,High,Clear,High,21,49.28,71.61,22.33,1
11.65,30,14,1,Low,Rain,Low,20,83.6,95.64,12.04,0
2.49,5,22,3,Low,Clear,Medium,16,21.96,31.48,9.52,1
4.18,7,2,4,Medium,Clear,High,11,30.72,43.19,12.47,1
3.88,6,20,1,High,Clear,Medium,14,28.52,51.95,23.43,1
6.75,17,1,10,Medium,Clear,Medium,19,51.0,59.47,8.47,0
6.24,27,5,4,Medium,Clear,High,12,58.96,74.77,15.81,1
7.9,25,15,9,Medium,Rain,Medium,13,63.6,76.78,13.18,1
11.43,11,13,2,Medium,Clear,Low,14,63.72,78.43,14.71,1
3.78,25,4,6,High,Rain,Low,9,47.12,58.15,11.03,1
8.47,25,23,2,High,Clear,High,14,65.88,93.63,27.75,1
0.79,10,9,3,Medium,Rain,Low,10,20.16,35.66,15.5,1
3.52,28,25,5,Medium,Storm,High,8,49.08,75.03,25.95,1
5.83,18,0,10,High,Clear,Low,13,48.32,61.19,12.87,1
0.86,6,7,4,Low,Storm,Low,19,16.44,26.66,10.22,1
7.6,17,8,9,Low,Rain,High,22,54.4,67.83,13.43,1
8.3,28,17,2,High,Clear,High,14,68.2,93.75,25.55,1
9.09,26,12,3,Medium,Clear,Low,19,69.36,80.95,11.59,0
6.44,13,4,7,Low,Clear,Low,11,45.76,49.18,3.42,0
7.45,28,17,6,Medium,Clear,Medium,17,64.8,73.61,8.81,0
5.05,17,28,6,Medium,Clear,Medium,17,44.2,53.09,8.89,1
0.97,19,4,8,Medium,Clear,Medium,12,29.88,41.38,11.5,1
1.65,7,7,1,Medium,Clear,Low,14,20.6,34.98,14.38,1
8.03,35,14,8,Low,Clear,High,18,74.12,83.71,9.59,0
11.95,30,21,10,Medium,Clear,Low,12,84.8,92.68,7.88,0
0.68,11,4,9,Low,Clear,Low,17,20.72,17.33,-3.39,0
6.91,22,6,4,High,Storm,Medium,11,56.64,81.26,24.62,1
9.14,29,7,4,Low,Clear,Low,16,72.56,74.9,2.34,0
10.01,20,18,11,Medium,Clear,Medium,8,67.04,77.74,10.7,0
6.77,11,2,9,Medium,Clear,Medium,14,45.08,52.54,7.46,0
7.63,35,19,11,Medium,Storm,Medium,15,72.52,84.56,12.04,0
8.51,13,12,11,Medium,Clear,Medium,20,54.04,64.42,10.38,0
10.38,15,9,5,Medium,Clear,Low,13,63.52,69.7,6.18,0
1.91,16,25,2,Medium,Clear,High,8,30.64,53.29,22.65,1
11.15,32,24,3,Low,Clear,Medium,8,83.6,95.03,11.43,0
0.8,20,24,4,Low,Clear,Medium,16,30.2,40.1,9.9,1
10.12,27,26,10,Medium,Clear,Low,20,74.48,84.03,9.55,0
1.38,32,7,4,Low,Clear,Medium,21,44.52,51.47,6.95,0
2.74,33,25,4,Medium,Clear,Medium,20,50.96,65.91,14.95,1
0.54,31,5,10,Low,Storm,Medium,13,40.16,52.73,12.57,1
5.62,33,9,2,Medium,Clear,Medium,15,62.48,80.98,18.5,1
4.35,34,16,8,Low,Storm,Low,21,58.4,68.15,9.75,0
2.41,35,22,7,Medium,Clear,High,20,51.64,66.29,14.65,1
5.69,24,17,11,Low,Clear,Low,14,53.76,60.55,6.79,0
5.13,9,16,6,Medium,Clear,Low,15,36.52,43.41,6.89,0
9.33,8,11,6,Low,Rain,Medium,9,52.32,62.38,10.06,0
10.77,29,17,10,Medium,Rain,Low,10,79.08,89.75,10.67,0
8.0,14,14,11,Low,Clear,Medium,15,53.0,58.34,5.34,0
1.93,29,14,9,Medium,Clear,Low,15,43.72,52.49,8.77,1
3.9,33,17,8,Medium,Clear,Medium,16,55.6,67.04,11.44,1
11.0,24,18,10,High,Clear,Medium,12,75.0,88.53,13.53,0
1.52,28,9,11,Medium,Rain,Medium,11,41.08,53.23,12.15,1
5.18,13,4,9,Medium,Clear,Medium,14,40.72,46.53,5.81,0
11.34,18,8,4,Medium,Clear,Medium,21,70.36,83.5,13.14,0
11.43,34,12,8,Low,Clear,High,22,86.72,99.63,12.91,0
5.23,30,4,3,Medium,Clear,Medium,8,57.92,73.47,15.55,1
8.18,11,5,6,Low,Storm,Medium,13,50.72,63.44,12.72,1
5.75,34,28,5,Medium,Clear,Low,15,64.0,72.68,8.68,0
9.16,20,8,11,Low,Rain,Low,11,63.64,68.88,5.24,0
0.86,31,22,7,Low,Clear,Medium,13,41.44,46.96,5.52,0
2.16,21,3,11,Medium,Clear,Medium,9,36.64,48.93,12.29,1
7.56,23,29,9,Medium,Clear,High,14,60.24,79.43,19.19,1
3.17,10,6,10,Low,Clear,High,21,29.68,38.49,8.81,1
8.16,15,11,2,Medium,Clear,Medium,21,54.64,71.83,17.19,1
4.54,27,23,9,Medium,Clear,Medium,8,52.16,62.78,10.62,1
10.7,31,6,3,Low,Rain,Medium,17,80.8,89.78,8.98,0
9.92,7,16,7,Low,Clear,Medium,21,53.68,55.45,1.77,0
6.17,7,23,6,High,Clear,Medium,19,38.68,56.45,17.77,1
9.39,26,0,3,High,Clear,Medium,8,70.56,87.14,16.58,1
3.62,18,0,11,Low,Clear,Low,13,39.48,40.52,1.04,0
6.18,31,23,10,Medium,Clear,Low,19,62.72,71.35,8.63,0
2.77,7,7,7,Low,Clear,Medium,22,25.08,30.43,5.35,1
10.4,15,27,1,High,Clear,Medium,12,63.6,91.62,28.02,1
9.97,6,27,3,Low,Clear,Low,12,52.88,59.36,6.48,0
10.87,26,26,3,Low,Clear,Low,11,76.48,87.42,10.94,0
10.59,31,29,11,Low,Rain,Low,21,80.36,88.35,7.99,0
11.54,9,24,5,Medium,Clear,High,10,62.16,79.0,16.84,1
3.13,15,11,1,Low,Storm,High,13,34.52,61.76,27.24,1
11.22,31,29,7,Medium,Clear,High,10,82.88,101.74,18.86,1
7.07,6,10,11,Medium,Rain,High,22,41.28,57.54,16.26,1
5.36,34,17,7,Medium,Rain,Low,8,62.44,73.2,10.76,0
6.94,32,0,5,Medium,Clear,Low,15,66.76,72.54,5.78,0
4.44,9,28,2,Low,Clear,Medium,10,33.76,45.36,11.6,1
3.82,9,17,10,Low,Clear,Medium,14,31.28,35.78,4.5,0
3.28,26,28,2,Low,Clear,Medium,16,46.12,60.16,14.04,1
1.45,5,10,11,Medium,Clear,Low,18,17.8,21.13,3.33,0
6.21,20,9,3,Low,Clear,High,16,51.84,64.1,12.26,1
10.71,7,15,2,Medium,Rain,Medium,14,56.84,75.19,18.35,1
7.75,21,25,4,Medium,Clear,Medium,12,59.0,73.17,14.17,1
6.49,15,16,1,Medium,Rain,High,20,47.96,73.05,25.09,1
5.43,26,23,1,Medium,Clear,Medium,18,54.72,76.46,21.74,1
5.84,32,6,3,Low,Clear,Medium,18,62.36,71.71,9.35,0
2.91,20,23,8,Low,Clear,Medium,19,38.64,46.1,7.46,0
9.96,24,21,9,Medium,Clear,Medium,11,70.84,81.37,10.53,0
2.78,23,26,3,Low,Clear,High,22,41.12,57.22,16.1,1
8.74,35,1,8,Medium,Clear,Medium,21,76.96,84.1,7.14,0
9.24,12,11,4,High,Clear,Medium,14,55.96,78.2,22.24,1
7.11,12,2,5,Low,Clear,High,11,47.44,51.92,4.48,0
10.42,16,12,4,Low,Rain,Medium,13,64.68,73.23,8.55,0
3.85,27,22,10,Low,Clear,Medium,13,49.4,54.65,5.25,0
10.64,31,19,6,Low,Rain,Medium,22,80.56,90.9,10.34,0
8.89,13,22,6,High,Clear,Low,12,55.56,70.42,14.86,1
9.69,8,22,10,High,Clear,Medium,22,53.76,70.01,16.25,1
8.14,23,29,8,Low,Clear,High,11,62.56,77.15,14.59,1
10.23,23,26,2,High,Rain,Low,21,70.92,95.86,24.94,1
11.92,16,17,3,Low,Clear,Low,21,70.68,79.96,9.28,0
5.33,10,26,4,High,Clear,Low,17,38.32,57.93,19.61,1
9.86,31,1,2,Medium,Rain,Medium,9,77.44,89.38,11.94,0
9.06,31,21,8,Low,Rain,Low,17,74.24,82.81,8.57,0
5.71,28,15,6,Medium,Rain,Medium,21,57.84,68.26,10.42,0
11.16,22,28,1,Medium,Rain,Low,21,73.64,94.74,21.1,1
5.04,13,15,5,Low,Clear,Low,14,40.16,43.01,2.85,0
7.0,17,5,10,Low,Rain,Low,15,52.0,55.94,3.94,0
1.72,7,21,10,Medium,Clear,Low,13,20.88,26.67,5.79,1
3.1,12,28,11,Low,Rain,High,11,31.4,49.06,17.66,1
10.17,18,0,11,Low,Clear,High,17,65.68,70.1,4.42,0
5.06,18,1,7,Low,Clear,Medium,22,45.24,49.94,4.7,0
5.03,7,19,11,Medium,Clear,High,12,34.12,46.06,11.94,1
3.33,34,16,11,Low,Rain,Low,20,54.32,60.48,6.16,0
6.15,13,16,7,Medium,Clear,High,9,44.6,62.41,17.81,1
9.77,20,2,5,Low,Rain,Medium,8,66.08,77.2,11.12,0
10.79,19,17,11,Low,Clear,Medium,21,69.16,72.32,3.16,0
1.31,19,17,5,Medium,Clear,Medium,9,31.24,40.23,8.99,1
7.11,31,25,2,Low,Clear,Medium,14,66.44,79.39,12.95,0
5.87,28,11,2,Medium,Clear,Low,21,58.48,75.19,16.71,1
7.56,31,10,7,Low,Clear,Low,13,68.24,70.1,1.86,0
5.64,16,2,1,Medium,Storm,Medium,12,45.56,71.11,25.55,1
5.08,13,17,2,Low,Clear,Medium,8,40.32,53.32,13.0,1
5.93,18,19,3,Medium,Clear,High,18,48.72,65.12,16.4,1
7.19,22,8,6,Low,Clear,Low,12,57.76,55.64,-2.12,0
6.26,15,21,6,High,Rain,Medium,9,47.04,66.01,18.97,1
5.93,19,28,6,Low,Clear,Medium,15,49.72,62.95,13.23,1
9.91,9,5,6,Low,Rain,Low,10,55.64,60.16,4.52,0
9.07,23,17,11,Medium,Clear,Medium,20,66.28,78.79,12.51,0
4.43,27,20,3,Low,Rain,Medium,19,51.72,62.88,11.16,1
9.71,21,0,6,Medium,Clear,Medium,22,66.84,73.19,6.35,0
10.32,32,5,7,Medium,Rain,Low,22,80.28,89.84,9.56,0
2.27,35,11,4,Medium,Rain,Low,20,51.08,60.1,9.02,0
7.2,33,4,2,Medium,Rain,Low,15,68.8,82.47,13.67,0
3.78,7,10,1,High,Clear,High,10,29.12,54.36,25.24,1
9.0,32,4,4,Medium,Rain,High,8,75.0,93.45,18.45,1
3.25,15,26,3,Low,Clear,Low,9,35.0,45.0,10.0,1
8.22,19,17,3,Medium,Clear,Medium,11,58.88,74.65,15.77,1
3.43,17,9,3,Low,Clear,High,21,37.72,52.26,14.54,1
6.38,13,23,8,Low,Clear,Low,11,45.52,49.66,4.14,0
11.41,32,0,10,Low,Clear,Low,9,84.64,86.65,2.01,0
4.89,24,17,6,Low,Clear,Low,22,50.56,52.78,2.22,0
10.57,34,20,1,Low,Clear,Low,14,83.28,96.53,13.25,0
11.85,34,24,9,Low,Clear,High,14,88.4,96.26,7.86,0
10.56,18,6,2,Medium,Clear,High,12,67.24,83.95,16.71,1
2.41,27,17,1,Medium,Clear,Medium,22,43.64,66.67,23.03,1
9.93,20,23,7,High,Clear,Medium,13,66.72,85.54,18.82,1
0.87,20,23,5,Low,Clear,High,20,30.48,43.3,12.82,1
5.02,27,5,4,Low,Clear,Low,22,54.08,55.43,1.35,0
10.51,26,29,11,Medium,Rain,Low,14,75.04,85.65,10.61,0
8.42,33,8,2,Low,Clear,Low,18,73.68,80.75,7.07,0
6.63,28,11,1,Low,Clear,High,8,61.52,78.59,17.07,1
4.96,24,5,7,Medium,Rain,Medium,19,50.84,65.67,14.83,1
9.84,33,4,5,Medium,Rain,Medium,22,79.36,92.2,12.84,0
8.66,8,7,9,Low,Clear,Medium,10,49.64,54.26,4.62,0
5.89,28,4,1,Medium,Rain,Low,8,58.56,74.49,15.93,1
10.76,17,21,5,Medium,Storm,Medium,8,67.04,87.76,20.72,1
3.14,18,17,2,High,Clear,High,20,37.56,61.32,23.76,1
2.46,29,11,1,Low,Clear,High,11,45.84,59.2,13.36,1
7.89,13,16,6,Medium,Clear,Medium,14,51.56,63.25,11.69,1
11.68,32,18,9,Medium,Rain,Low,13,85.72,96.46,10.74,0
3.34,20,5,2,Low,Clear,High,12,40.36,51.74,11.38,1
3.37,15,8,10,Medium,Clear,Medium,10,35.48,39.89,4.41,0
2.1,15,26,6,Medium,Rain,Medium,14,30.4,47.39,16.99,1
10.4,18,0,6,Low,Rain,Low,21,66.6,68.56,1.96,0
3.1,34,28,11,Medium,Clear,Low,13,53.4,63.8,10.4,0
6.29,8,28,4,Low,Storm,Medium,20,40.16,58.23,18.07,1
11.9,20,7,3,Medium,Rain,Medium,18,74.6,89.93,15.33,1
0.64,30,9,9,Low,Rain,Low,19,39.56,43.18,3.62,0
6.9,19,6,2,Medium,Rain,Low,16,53.6,67.65,14.05,1
6.39,22,16,10,Low,Clear,Medium,13,54.56,61.91,7.35,0
9.79,15,6,10,Medium,Rain,Medium,11,61.16,71.81,10.65,0
4.59,9,23,11,Medium,Clear,Medium,12,34.36,45.29,10.93,1
5.22,24,11,6,Medium,Rain,Low,15,51.88,62.3,10.42,1
2.43,33,29,7,Medium,Rain,High,14,49.72,70.87,21.15,1
9.02,21,25,10,Low,Rain,High,14,64.08,76.81,12.73,0
9.52,18,12,2,Low,Rain,Medium,13,63.08,77.42,14.34,1
2.07,9,17,4,Medium,Rain,Medium,21,24.28,38.63,14.35,1
5.02,34,0,6,Low,Clear,High,17,61.08,68.11,7.03,0
10.77,31,2,7,Medium,Clear,Low,21,81.08,88.35,7.27,0
0.53,32,15,8,Medium,Clear,High,21,41.12,55.84,14.72,1
3.94,16,14,11,High,Rain,Medium,17,38.76,61.89,23.13,1
6.88,24,11,6,Low,Clear,Medium,9,58.52,64.16,5.64,0
4.34,18,2,2,Medium,Clear,Medium,22,42.36,55.43,13.07,1
3.63,12,25,3,Low,Clear,Low,15,33.52,42.48,8.96,1
5.79,11,12,9,High,Clear,Medium,13,41.16,56.85,15.69,1
2.59,16,14,6,Medium,Clear,Medium,14,33.36,43.81,10.45,1
6.59,22,12,7,Medium,Storm,Low,9,55.36,67.78,12.42,1
8.63,8,14,7,Medium,Rain,Medium,17,49.52,61.85,12.33,1
7.12,26,19,9,Low,Clear,High,8,61.48,70.83,9.35,0
1.57,19,22,3,Medium,Rain,High,18,32.28,56.74,24.46,1
10.21,32,16,2,Medium,Clear,Medium,20,79.84,92.19,12.35,0
2.51,13,4,9,Low,Clear,Low,14,30.04,31.15,1.11,0
9.3,6,26,5,High,Clear,Medium,13,50.2,65.36,15.16,1
4.65,14,8,9,High,Rain,Low,18,39.6,55.06,15.46,1
9.5,35,0,2,High,Clear,High,20,80.0,102.2,22.2,1
2.87,14,1,3,Medium,Clear,Medium,9,32.48,40.05,7.57,1
2.65,26,23,11,Low,Clear,High,14,43.6,57.08,13.48,1
6.22,31,11,10,Medium,Clear,Low,12,62.88,64.05,1.17,0
0.88,13,0,1,Low,Clear,High,8,23.52,38.46,14.94,1
3.09,24,24,9,Medium,Clear,High,8,43.36,60.54,17.18,1
8.83,11,9,1,Low,Rain,Medium,15,53.32,71.87,18.55,1
10.13,16,29,2,High,Clear,High,19,63.52,89.1,25.58,1
1.43,14,26,10,Low,Clear,Medium,16,26.72,33.89,7.17,1
10.64,25,1,2,Low,Clear,Medium,11,74.56,85.93,11.37,0
9.67,32,20,4,Low,Clear,Low,14,77.68,85.98,8.3,0
10.5,12,18,2,Medium,Rain,Low,22,61.0,80.16,19.16,1
8.53,14,5,7,Low,Clear,Low,20,55.12,61.24,6.12,0
8.25,30,10,1,Low,Clear,Medium,9,70.0,81.98,11.98,0
6.54,19,14,4,Low,Rain,Medium,17,52.16,63.7,11.54,1
8.01,20,4,4,Low,Rain,Low,17,59.04,64.15,5.11,0
11.07,26,21,8,High,Clear,Low,13,77.28,87.53,10.25,0
1.66,9,8,6,Medium,Clear,Medium,13,22.64,31.06,8.42,1
4.13,32,28,3,Low,Rain,High,18,55.52,71.13,15.61,1
1.33,16,24,6,Low,Clear,Medium,22,28.32,35.08,6.76,1
11.37,25,19,6,Low,Rain,Medium,12,77.48,84.34,6.86,0
5.62,18,3,4,Low,Clear,High,21,47.48,57.96,10.48,1
8.27,28,0,6,Low,Rain,Medium,20,68.08,72.52,4.44,0
10.17,23,4,4,Low,Clear,Medium,8,70.68,72.91,2.23,0
11.9,10,14,4,Low,Clear,Medium,12,64.6,74.13,9.53,0
2.36,10,23,9,Low,Rain,High,14,26.44,39.83,13.39,1
9.69,32,4,3,Medium,Clear,Low,17,77.76,85.7,7.94,0
10.71,21,21,4,Low,Clear,Medium,11,70.84,78.08,7.24,0
1.06,13,1,2,Medium,Clear,Medium,14,24.24,39.74,15.5,1
9.17,9,7,8,Medium,Rain,Low,9,52.68,61.62,8.94,0
4.58,8,17,8,High,Clear,Medium,9,33.32,48.49,15.17,1
7.96,33,24,8,Low,Clear,High,14,71.84,79.81,7.97,0
6.41,35,23,2,Medium,Clear,High,17,67.64,94.26,26.62,1
3.49,17,15,5,High,Clear,High,14,37.96,61.92,23.96,1
2.06,11,1,4,High,Rain,Medium,13,26.24,47.33,21.09,1
1.84,17,8,9,Medium,Clear,Medium,15,31.36,38.55,7.19,1
1.69,9,23,4,Low,Clear,High,17,22.76,35.36,12.6,1
7.83,22,2,5,High,Clear,Low,18,60.32,71.52,11.2,0
4.54,24,21,5,Medium,Clear,Low,16,49.16,55.57,6.41,0
2.99,35,21,9,Low,Clear,Medium,9,53.96,59.18,5.22,0
8.46,14,22,8,Low,Clear,Medium,8,54.84,65.16,10.32,0
8.4,11,6,10,High,Rain,Medium,13,51.6,68.69,17.09,1
6.7,9,7,5,Low,Rain,High,11,42.8,51.96,9.16,1
11.25,16,5,10,Medium,Rain,Low,16,68.0,77.91,9.91,0
4.93,23,11,10,Low,Clear,High,18,49.72,57.77,8.05,0
10.11,7,15,6,Medium,Rain,Medium,11,54.44,63.48,9.04,0
1.36,28,3,8,Low,Clear,High,15,40.44,45.77,5.33,0
9.01,19,17,11,Medium,Clear,Medium,11,62.04,71.41,9.37,0
11.87,29,7,10,Medium,Clear,Medium,14,83.48,92.32,8.84,0
10.24,19,16,4,High,Clear,Medium,13,66.96,85.5,18.54,1
7.17,9,9,8,Low,Clear,Medium,8,44.68,51.94,7.26,0
7.71,5,28,5,Low,Clear,Low,17,42.84,47.97,5.13,0
4.56,22,9,2,Low,Rain,Low,12,47.24,57.11,9.87,1
8.31,21,26,5,Low,Storm,Low,19,61.24,76.93,15.69,1
9.36,30,5,11,High,Clear,Medium,18,74.44,90.4,15.96,1
11.98,32,2,11,Low,Rain,Medium,10,86.92,92.89,5.97,0
6.16,9,5,9,Low,Clear,Medium,21,40.64,45.22,4.58,0
1.2,14,12,11,Medium,Clear,Medium,8,25.8,34.25,8.45,1
7.35,11,27,7,Low,Storm,Low,16,47.4,58.48,11.08,1
